url,title,author,image,price,"old price","external id"
https://nemira.ro/proiectul-hail-mary-ebook,"Proiectul Hail Mary (ebook)","Andy Weir",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/n/andy-weir---proiectul-hail-mary_c1_1.jpg,"40,49 lei","44,99 lei",6704
https://nemira.ro/festinul-ciorilor-ebook-seria-cantec-de-gheata-si-foc-partea-a-iv-a-george-r-r-martin,"Festinul ciorilor (ebook, Seria Cântec de gheață și foc, partea a IV-a)","George R.R. Martin",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/g/e/george-rr-martin---4---festinul-ciorilor---c1_2.jpg,"44,99 lei","49,99 lei",6681
https://nemira.ro/dansul-dragonilor-ebook-seria-cantec-de-gheata-si-foc-george-r-r-martin,"Dansul dragonilor (ebook, Seria Cântec de gheață și foc, partea a V-a)","George R.R. Martin",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/g/e/george-rr-martin---5---dansul-dragonilor---vol1---c1_2.jpg,"53,99 lei","59,99 lei",6682
https://nemira.ro/iuresul-sabiilor-ebook-seria-cantec-de-gheata-si-foc-george-r-r-martin,"Iureșul săbiilor (ebook, Seria Cântec de gheață și foc, partea a III-a)","George R.R. Martin",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/g/e/george-rr-martin---3---iuresul-sabiilor---vol1---c1_2.jpg,"53,99 lei","59,99 lei",6680
https://nemira.ro/mai-tarziu-ebook-stephen-king,"Mai târziu (ebook)","Stephen King",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/m/a/mai_tarziu.jpg,"31,49 lei","34,99 lei",6662
https://nemira.ro/corabia-nebuna-vol2-inaltarea-dragonului-ebook-trilogia-corabiile-insufletite-ii,"Corabia nebună vol.2 - Ȋnălțarea dragonului (ebook, Trilogia Corăbiile însuflețite, partea a II-a)","Robin Hobb",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/o/corabia_nebuna_vol2.jpg,"35,99 lei","39,99 lei",6660
https://nemira.ro/tobele-toamnei-vol-2-seria-outlander-partea-a-iv-a-ebook,"Tobele toamnei vol. 2 (ebook, Seria Outlander, partea a IV-a, ed. 2021)","Diana Gabaldon",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/t/o/tobele_toamnei_2.jpg,"44,99 lei","49,99 lei",6666
https://nemira.ro/cea-mai-iubita-dintre-femei-ebook-adriana-petrescu,"Cea mai iubită dintre femei (ebook)","Adriana Petrescu",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/e/cea_mai_iubita_dintre_femei.jpg,"25,19 lei","27,99 lei",6658
https://nemira.ro/sora-disparuta-ebook-dinah-jefferies,"Sora dispărută (ebook)","Dinah Jefferies",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/s/o/sora_disparuta.jpg,"26,99 lei","29,99 lei",6663
https://nemira.ro/dune-casa-corrino-ebook-brian-herbert-kevin-j-anderson,"Dune. Casa Corrino (ebook)","Brian Herbert",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/u/dune_casa_corrino.jpg,"35,99 lei","39,99 lei",6661
https://nemira.ro/acceptare-ebook-trilogia-southern-reach-iii-jeff-vandermeer,"Acceptare (ebook, Trilogia Southern Reach, partea a III-a)","Jeff VanderMeer",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/c/acceptare.jpg,"26,99 lei","29,99 lei",6659
https://nemira.ro/tobele-toamnei-vol-1-seria-outlander-partea-a-iv-a-ebook,"Tobele toamnei vol. 1 (ebook, Seria Outlander, partea a IV-a, ed. 2021)","Diana Gabaldon",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/t/o/tobele_toamnei_1.jpg,"44,99 lei","49,99 lei",6665
https://nemira.ro/nocturna-ebook-maya-motayne,"Nocturna (ebook)","Maya Motayne",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/n/o/nocturna.jpg,"26,99 lei","29,99 lei",6657
https://nemira.ro/arca-manturii-ebook-trilogia-spatiu-revelatiei-ii-alastair-reynolds,"Arca mântuirii (ebook, Trilogia Spațiul Revelației, partea a II-a)","Alastair Reynolds",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/r/arca_mantuirii.jpg,"44,99 lei","49,99 lei",6620
https://nemira.ro/corabia-nebuna-vol1-ebook-amintirea-aripilor-trilogia-corabiile-insufletite-ii,"Corabia nebună vol.1 - Amintirea aripilor (ebook, Trilogia Corăbiile însuflețite, partea a II-a)","Robin Hobb",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/o/corabia_nebuna_1.jpg,"33,99 lei","39,99 lei",6613
https://nemira.ro/haul-ispasirii-ebook-trilogia-spatiu-revelatiei-iii-alastair-reynolds,"Hăul Ispășirii (ebook, Trilogia Spațiul Revelației, partea a III-a)","Alastair Reynolds",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/h/a/haul_ispasirii.jpg,"42,49 lei","49,99 lei",6606
https://nemira.ro/amintirea-imperiului-ebook-seria-teixcalaan-i-arkady-martine,"Amintirea imperiului (ebook, Seria Teixcalaan, partea I)","Arkady Martine",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/a/m/amintirea_imperiului.jpg,"29,74 lei","34,99 lei",6609
https://nemira.ro/fiica-reichului-ebook,"Fiica Reichului (ebook)","Louise Fein",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/f/i/fiica_reichului.jpg,"29,74 lei","34,99 lei",6607
https://nemira.ro/carrie-ebook-stephen-king,"Carrie (ebook)","Stephen King",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/c/a/carrie.jpg,"25,49 lei","29,99 lei",6610
https://nemira.ro/dune-casa-harkonnen-ebook-brian-herbert-kevin-j-anderson,"Dune. Casa Harkonnen (ebook)","Brian Herbert",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/d/u/dune_casa_harkonnen.jpg,"38,24 lei","44,99 lei",6608
https://nemira.ro/wundersmith-ebook-chemarea-lui-morrigan-crow-seria-nevermoor,"Wundersmith. Chemarea lui Morrigan Crow (ebook, Seria Nevermoor)","Jessica Townsend",https://nemira.ro/media/catalog/product/cache/1/small_image/295x/040ec09b1e35df139433887a97daa66f/w/u/wundersmith.jpg,"25,49 lei","29,99 lei",6595
